id,brand_name,title,year,publish_month,material,theme_series,print_size,inspiration_origin,created_at,updated_at
30000048,鹊踏枝,往期欣赏——【鹊踏枝】 长物志系列 南意秋棠独家设计印花布料,2019,Oct-19,银丝乱麻,长物志系列,单边定位裙料,"【鹊踏枝】（黑/灰）
花纹元素：漆笺花鸟纹饰
烦恼韶光能几许，肠断魂消，看却春还去。只喜墙头灵鹊语，不知青鸟全相误。
心若垂杨千万缕，水阔花飞，梦断巫山路。开眼新愁无问处，珠帘锦帐相思否？
漆笺是将漆平涂于绢上，再施以彩绘画。古代漆绘依附于瑟、奁、盘、屏风等器物上，以刻漆、堆漆、彩绘等技法制成。与漆绘于器物上的彩绘不同，亦有别于传统的绘画。此处选用五开，其技法多变，或以针刻出花瓣，或用墨笔勾勒叶脉，花瓣翻转、叶片向背及鸟羽层次均见晕染效果，匠心独运，生意盎然。",20/1/2025 17:47:17,20/6/2025 09:54:06
30000049,阿峤白底版,往期欣赏——【阿峤】白底版 执念系列 南意秋棠独家印花布料,2020,Feb-20,仿真丝化纤纱,执·念系列,循环印花料,"【阿峤】（白底）
花纹元素：五岳真形图，古砚雕饰流云纹样。
《淮南子·泰族训》：“《诗》云：怀柔百神，及河峤岳。”
本款布料的团花由五岳真形图为原型进行重组设计，随流云纹的分布而半明半暗，好似山峰耸立入云，站于山脚仰视而观，峰顶若隐若现，山海相连，自有一番气势。流云纹为端砚雕饰纹样，拓印化用，砚台乃取山石，雕流水，水磨石穿的器物，刚柔相济互为表里，作为底纹凸显五岳真形之意象。本次选用纯白底色搭配蓝色云雾，比之云水蓝底色更多几分飘逸仙气。",20/1/2025 17:47:17,20/6/2025 09:57:05
30000050,桃之夭夭,往期欣赏——【桃之夭夭】画韵春秋 南意秋棠独家印花汉服布料,2020,Feb-20,仿真丝化纤纱,画韵春秋系列,循环印花料,"【桃之夭夭】
花纹元素：碧桃花枝，彩霞
素材：恽寿平花卉册页
两姓联姻，一堂缔约，良缘永结，匹配同称。
看此日桃花灼灼，宜室宜家，卜他年瓜瓞绵绵，尔昌尔炽。
谨以白头之约，书向鸿笺，好将红叶之盟，载明鸳谱。
一纸婚书，两姓之好，有感而设计了两款寓意幸福的布料，新春之际，特此奉上。",20/1/2025 17:47:17,20/6/2025 09:56:18
30000051,瓜瓞绵绵,往期欣赏——【瓜瓞绵绵】画韵春秋 南意秋棠独家印花汉服布料,2020,Feb-20,仿真丝化纤纱,画韵春秋系列,单边定位裙料,"【瓜瓞绵绵】
花纹元素：瓜蔓，兔，蜻蜓
素材：于非闇瓜趣图
两姓联姻，一堂缔约，良缘永结，匹配同称。
看此日桃花灼灼，宜室宜家，卜他年瓜瓞绵绵，尔昌尔炽。
谨以白头之约，书向鸿笺，好将红叶之盟，载明鸳谱。
一纸婚书，两姓之好，有感而设计了两款寓意幸福的布料，新春之际，特此奉上。",20/1/2025 17:47:17,20/6/2025 09:56:05
30000052,寻香,往期欣赏——【寻香】画韵春秋系列 南意秋棠独家设计印花汉服布料,2020,Feb-20,仿真丝化纤纱,画韵春秋系列,单边定位裙料,"【寻香】
花纹元素：兰草，蝴蝶，山石
素材：清代余稺花鸟图册，清代马荃《花卉蝴蝶图》
手培兰蕙两三栽，日暖风微次第开。
坐久不知香在室，推窗时有蝶飞来。
细观余稺所绘这丛兰草，叶脉及花瓣纹路都清晰可见，笔法工整细腻，造型栩栩如生；而女画家马荃所绘蝴蝶体态灵动，婀娜多姿，仔细观之颇有意趣。以湖水之蓝色作底，其上这二者动静结合，搭配纱质底布更显轻盈，仿佛行走与湖水岸边，兰草微摇、蝴蝶翩飞，自有一番风韵。",20/1/2025 17:47:17,20/6/2025 09:55:45
30000053,辛夷,往期欣赏——【辛夷】画韵春秋 南意秋棠独家印花汉服布料,2020,Feb-20,仿真丝化纤纱/银丝乱麻,画韵春秋系列,循环印花料,"【辛夷】（葡灰/蓼蓝）银丝乱麻版
花纹元素：辛夷花枝
素材：明代沈周墨菜辛夷图卷
心吐毫，枝折管。细萼芳苞春日暖。
疑醮水，欲书空，写出韶光留著款。
藉斜晖，凝晓露，俨似荷风浮紫碗。
怜倚槛，笑含风，缘堤色与芙蓉乱。
初见这枝辛夷花，就被她吸引了，优雅且温柔，轻盈且灵动，恍若春风拂面，正合了春天、春风、春色之意象。",20/1/2025 17:47:17,20/6/2025 09:54:55
30000054,妙常满花版,往期欣赏——满花版【妙常】画韵春秋 南意秋棠独家印花汉服布料,2020,Mar-20,竹节仿麻,画韵春秋系列,循环印花料,"【妙常】（原版/满花版）
花纹元素：工笔小花枝，仿文物水田衣设计元素
粉墙花影自重重，帘卷残荷水殿风，抱琴弹向月明中。
香袅金猊动，人在蓬莱第几宫。
本款布料参考水田衣文物设计排版，原版选用简洁的淡紫+白相间底色，有种静静的清冷之气，在菱格的空隙中排布四种工笔小花枝，整体表现出灵动活泼之感；本次新增的满花版选用较为浓烈的深蓝+白相间底色，而在菱格中布满八种工笔小花枝，整体有华丽大气之感。两种风格总有适合您的一款~",20/1/2025 17:47:17,20/6/2025 09:58:03
30000055,百花笺,往期欣赏——【百花笺】长物志系列 南意秋棠独家印花汉服布料,2020,Mar-20,银丝乱麻,长物志系列,循环印花料,"【百花笺】
花纹元素：清·乾隆粉紫色折枝花纹粉蜡笺
春林花多媚，春鸟意多哀。
春风复多情，吹我罗裳开。
粉蜡笺源自于魏晋，成型于盛唐。以五色纸为原料，施以粉彩、蜡砑光。若在粉蜡笺上描金勾银，则成“描金勾蜡笺”。本款布料即选用乾隆描金粉蜡笺扩展设计印制。底布选用了银丝乱麻，织有均匀细银丝，光下布面有闪闪光泽，非常能体现“描金”的特征。",20/1/2025 17:47:17,20/6/2025 09:57:26
30000056,杳杳,往期欣赏——【皎皎】【杳杳】画韵春秋 南意秋棠印花汉服布料,2020,Apr-20,竹节仿麻,画韵春秋系列,单边定位裙料,"【杳杳】
花纹元素：墨梅，工笔梅花，书法，窗棂纹样
素材：元 邹复雷《春消息图卷》，宋 马麟《梅花图卷》，宋 米芾《梁简文帝梅花赋》，清 罗聘《梅竹双清图》
早梅发高树，回映楚天碧。
朔吹飘夜香，繁霜滋晓白。
欲为万里赠，杳杳山水隔。
寒英坐销落，何用慰远客？
邹复雷墨梅运用疏密、繁简、直曲等对比手法布局，笔势奔放一气呵成，墨色浓淡参差，境界幽雅淡逸，设计中作为远景元素，并添加粼粼波影，取“疏影横斜水清浅，暗香浮动月黄昏。”之意境；近景选马麟梅花图卷，格调清雅，枝影萧疏，三色梅花交错层叠；米芾的梅花赋笔法纵逸豪放、萧洒出尘，虽无梅型，笔法转折之处，却得梅花精神。",20/1/2025 17:47:17,20/6/2025 09:58:49
30000057,皎皎,往期欣赏——【皎皎】画韵春秋系列 南意秋棠独家设计印花布料,2020,Apr-20,竹节仿麻,画韵春秋系列,单边定位裙料,"【皎皎】
花纹元素：玉兰花枝，窗棂纹样
自爱临风皎皎,笑溱洧、芍药纷遗。
藐姑射，肌肤凝雪，烟雨画楼西。
开齐，还也未，绵苞乍褪，鹤翅初披。
称水晶帘映，云母屏依。
文徵明玉兰图卷工写结合，设色雅丽，花枝蜿蜒翻覆，清俊疏朗。王铎有“神笔王铎”之称，擅长行草，笔法大气，劲健洒脱，淋漓痛快。书法居中，如轻纱障屏，花枝环绕，忽近忽远，偶见落英，似觉清香，如坐春风。",20/1/2025 17:47:17,20/6/2025 09:58:27
30000058,照影,往期欣赏——【照影】画韵春秋系列南意秋棠独家设计印花汉服布料,2020,May-20,钻石雪纺,画韵春秋系列,循环印花料,"【照影】
花纹元素：水藻，水鸟，水货（不是）
素材：清代女画家钱与龄《秋风墨藻图》
城上斜阳画角哀，沈园非复旧池台，
伤心桥下春波绿，曾是惊鸿照影来。
梦断香消四十年，沈园柳老不吹绵。
此身行作稽山土，犹吊遗踪一泫然。
此卷画碧藻残荷、紫茵红蓼间，游鱼虾蟹、泥螺伏蛙、蜻蜓翠鸟、白鹭飞虫，或游或憩或观或窥，共同成就一幅盎然生机的秋色风光。从画法看，绝少职业画家之固定套路，写生与追求意趣之倾向尤其明显。裙料底色选用白和绢粉的渐变色，呈现出池塘周围水气氤氲的氛围。一条白纱裙，承包你的夏日鱼塘！",20/1/2025 17:47:17,20/6/2025 09:59:28
30000059,数珠儿,往期欣赏【数珠儿】画韵春秋系列 南意秋棠独家印花布料,2020,May-20,银线雪纺,画韵春秋系列,循环印花料,"【数珠儿】（茄紫/玉绿）
花纹元素：松鼠，葡萄藤蔓
初似琉璃，终成码瑙。
攒攒簇簇圆圆小。
数珠相似恐人偷，马风吃了归蓬岛。
松鼠葡萄，是传统经典的吉祥纹饰。葡萄枝叶蔓延，果实累累，寓意子孙绵长、家庭兴旺，是人们心中的瑞果； 鼠寓意多子，又是财神手中的吐宝神鼬，是财富的象征。江寒汀的这幅松鼠葡萄配色清新活泼，形态生动可爱，穿着于身心情愉悦~",20/1/2025 17:47:17,17/6/2025 22:17:59
30000060,妙霞蕊,往期欣赏——【妙霞蕊】画韵春秋 南意秋棠独家设计印花汉服布料,2020,Jul-20,仿真丝化纤纱,画韵春秋系列,单边定位裙料,"【妙霞蕊】
花纹元素：凌霄花藤，草石，猫
素材：居廉花卉四屏之一（凌霄）
草木不解行，随生自有理。观此引蔓柔，必凭高树起。
气类固未合，萦缠岂由己。仰见苍虬枝，上发彤霞蕊。
层霄不易凌，樵斧谁家子。一日摧作新，此物当共委。
居廉的凌霄花，极其清秀俊逸，明媚典雅。于翠石之后，凌空开放，并以数只草虫作为点睛。此画以没骨画法为主，并结合“撞水撞粉”技法，使得画面呈现出明暗参差，水色交融的效果，引人入胜，整幅画面营造出和谐的自然情趣。本店在此画基础上，扩展了一部分凌霄花藤，使其遍布整个裙幅，并增加了小猫在花藤之下嬉戏玩耍。底色纯白，凸显凌霄花之娇艳，仅在裙摆处渐变为草绿色，穿着于身仿佛置身草地之中。",20/1/2025 17:47:17,20/6/2025 10:00:04
30000061,清热莲藕羹,往期欣赏——【纳凉消夏特饮】画韵春秋 南意秋棠独家印花布料,2020,Jul-20,仿真丝化纤纱,画韵春秋系列,循环印花料,"花纹元素：莲藕，莲蓬，菱角，蟠桃
素材：清 洪范《花果十二开》
白藕片，玉莲子，红菱角，绿蟠桃，青瓷碗里铺冰盘，是江南夏日里绵延千年的一缕甜甜凉意。",20/1/2025 17:47:17,18/6/2025 06:41:46
30000062,桃桃枇杷露,往期欣赏——【纳凉消夏特饮】画韵春秋 南意秋棠独家印花布料,2020,Jul-20,仿真丝化纤纱,画韵春秋系列,循环印花料,"花纹元素：樱桃，蜜桃，枇杷
素材：清 洪范《花果十二开》
当季限定蜜桃枇杷，生津止渴化痰止咳，可以是蜜饯也可以是果茶，望之便有香气扑鼻而来。以香之名，入来桃源乡，寻一番梦中的枇杷树。",20/1/2025 17:47:17,18/6/2025 06:41:48
30000063,柑味石榴汁,往期欣赏——【纳凉消夏特饮】画韵春秋 南意秋棠独家印花布料,2020,Jul-20,仿真丝化纤纱,画韵春秋系列,循环印花料,"花纹元素：佛手，百合，石榴
素材：清 洪范《花果十二开》
前调佛手柑清新微带些许苦涩，中调石榴馥郁甜蜜，后调百合软糯淡雅，正是一杯花果对长夏的钟情。夏天是石榴汁染就的布匹，包裹着柑的清涩，共赴一场恬静的美梦。",20/1/2025 17:47:17,18/6/2025 06:41:50
30000064,多肉葡萄饮,往期欣赏——【纳凉消夏特饮】画韵春秋 南意秋棠独家印花布料,2020,Jul-20,仿真丝化纤纱,画韵春秋系列,循环印花料,"花纹元素：葡萄，茄子
素材：清 洪范《花果十二开》
一品茄香，一味葡萄清凉，是黑暗料理还是意外的清爽，不来一份吗亲？",20/1/2025 17:47:17,18/6/2025 06:41:52
30000065,双白去火汤,往期欣赏——【纳凉消夏特饮】画韵春秋 南意秋棠独家印花布料,2020,Jul-20,仿真丝化纤纱,画韵春秋系列,循环印花料,"花纹元素：白菜，萝卜，竹笋，芋头
素材：清 洪范《花果十二开》
家常一味萝卜白菜芋头汤，搭以灰绿底色。可以是“心安茅屋稳,性定菜根香。世事静方见,人情淡始长。”的清白传家岁月长；也可以是是萝卜“来福”白菜“百财”芋头“余头”，满满一碗甜香满吉祥。",20/1/2025 17:47:17,18/6/2025 06:43:07
30000066,耕云钓月,【耕云钓月】——执·念系列 南意秋棠独家印花汉服布料,2020,Jul-20,金线雪纺,执·念系列,循环印花料,"花纹元素：书法，竹叶
素材：赵孟頫《北陇耕云》
“北陇耕云，南溪钓月，此是野人生计。山鸟能歌，江花解笑，无限乾坤生意。看画归来，挑簦间眺，风景又还光霁。笑人生，奔走如狂，万事不如沉醉；细看来，聚蚁功名，战蜗事业，毕竟又成何济。有分山林，无心钟鼎，誓与渔樵深契。石上酒醒，山间茶熟，别有水云风味。顺吾生、素位而行，造化任他儿戏。笔研举润，趁兴而书。”
《北陇耕云》为赵孟頫行草之绝唱，笔力苍健丰神俊逸，句句读来潇洒大气，耕云钓月何等逸致，光风霁月谈笑人生，恣意洒脱，归于渔樵山野，山花竹林间才是向往的生活。怀柔百神，忘我半世颠倒。及河峤岳，唯愿余生谐行。本款作为【阿峤】的cp款而设计，底布的丝丝金线仿若穿过竹林的缕缕阳光，若隐若现。绢粉款温柔多情，殷红款邪魅狷狂，请问你爱哪一款？",20/1/2025 17:47:17,19/6/2025 05:15:45
30000067,东篱,往期欣赏——【东篱】画韵春秋系列 南意秋棠独家印花汉服布料,2020,Aug-20,金线雪纺,画韵春秋系列,循环印花料,"【东篱】（灰绿/深橘）
花纹元素：菊花，秋蟹
素材：居廉《菊花图》，陈书《花鸟册》
小橘枚枚菊未黄，蟹肥全不待些霜。
莫嫌草草相知少，犹是曾为吏部郎。
“秋风起,蟹脚痒。菊花开,闻蟹来。”夏日不长，秋风习习来，没有夏天的骄阳似火，亦没有冬天的凌冽入骨。哪里的秋日仿佛都是不太长的，秋色秋风秋景秋食尤为珍贵起来。肥美的蟹在秋天也就那么一点点的日子可吃，傲霜的菊倒是我花开后百花杀，冬梅之前的风景得她占尽了，零零总总上百的品种，形形色色各异的美丽，在秋天格外的打眼格外的有意趣。",20/1/2025 17:47:17,20/6/2025 10:00:17
30000068,国色,往期欣赏——【国色】画韵春秋 南意秋棠独家印花汉服布料,2020,Aug-20,金线雪纺,画韵春秋系列,循环印花料,"【国色】（乳白/雅黑）银丝乱麻版
花纹元素：牡丹
素材：居廉花卉四屏之二（牡丹）
斜掩朱门花外钟，晓莺时节好相逢。
窗间桃蕊宿妆在，雨后牡丹春睡浓。
牡丹是中国特产的名花，春末开花，花大而美。唐代高宗、武后时始从汾晋移植于京城，玄宗时犹视为珍品。时唐人赏牡丹盛况空前。真正的“唯有牡丹真国色，花开时节动京城。”国色天香成了当时对牡丹的定评，确实牡丹花品无数，所谓百般颜色百般香，倾国之色名副其实。",17/6/2025 12:40:27,17/6/2025 12:40:27
30000069,纹藻,往期欣赏——【纹藻】六色 长物志系列 南意秋棠独家印花汉服布料,2020,Sep-20,钻石雪纺,长物志系列,循环印花料,"【纹藻】（酪黄/深翡/豆沙紫/翠蓝）
花纹元素：金鱼水草纹样
素材：清光绪 香色鱼藻纹漳绒坎肩料
河岸坐垂钓，静观水中藻；
鱼虾隐其间，出水更觉妙。
本款为复原鱼藻纹样。水藻摇曳漂浮，金鱼自在巡游，请君一品濠上之乐。
（相比之前的银丝乱麻版，本款小鱼排布相对稍密，底布略薄，更适合春夏穿着。）",20/1/2025 17:47:17,18/6/2025 06:37:33
30000070,锦鳞,往期欣赏——【锦鳞】双色 长物志系列 南意秋棠独家印花汉服布料,2020,Nov-20,点点提花厚料,长物志系列,循环印花料,"【锦鳞】（黑色/奶黄）
花纹元素：清刺绣“年年有余”挽袖
文物挽袖在白色地上彩绣金鱼、戟、磬、书卷以及莲花、牡丹、玉兰等各式花卉，寓意“年年有余”，“吉庆富贵”等美好寓意。配色鲜艳，造型生动，十分喜庆。我们在文物基础上重新排版调色，并选择了黑色、浅黄两种底色印制，非常适合日常穿着。",20/1/2025 17:47:17,20/6/2025 10:00:27
30000071,凌波,往期欣赏——【凌波】画韵春秋 南意秋棠独家设计印花汉服布料,2021,Feb-21,云纹雪纺纱,画韵春秋系列,循环印花料,"【凌波】（琉璃/青瓷）
花纹元素：水仙，蝴蝶，山石，游鱼，卵石，朱砂竹子，书法
素材：于非闇《水双清图》《水仙蛱蝶图》《竹鸟图》，祝允明草书字帖《洛神赋》
翩若惊鸿，婉若游龙。荣曜秋菊，华茂春松。
髣髴兮若轻云之蔽月，飘飖兮若流风之回雪。
远而望之，皎若太阳升朝霞；迫而察之，灼若芙蕖出渌波。
洛神赋上凌波仙，朱砂竹下灵芝秀。
本款裙料配色取自北宋琉璃瓶及青瓷凤尾尊，裙身上书《洛神赋》，水仙花与朱砂竹、灵芝根、游鱼、卵石相应成趣，一曲仙姝绘谱，搭配云纹纱质底布，行动处婷婷袅袅，时而艳丽时而清冽，步步皆在脚下，飘然若仙，颇有一番风韵。",20/1/2025 17:47:17,18/6/2025 06:36:34
30000072,蕊寒,往期欣赏——【蕊寒】渐变 长物志系列 南意秋棠独家印花汉服布料,2021,Feb-21,扬州纱,长物志系列,循环印花料,"【蕊寒】（蓝绿/黄粉/蓝紫渐变）
花纹元素：花卉，蝴蝶，窗棂纹样
素材：清 乾隆粉彩花蝶纹如意耳葫芦尊
雨前初见花间蕊，雨后兼无叶里花。
蛱蝶飞来过墙去，却疑春色在邻家。
寒冬来临，蜂蝶、小园、春色离我们过去了三个季节，在冬天期盼着春天，五彩缤纷的颜色过了冬就来了，为这春景我们备下了百花蛱蝶的布料，春风起时花季来约。",20/1/2025 17:47:17,18/6/2025 06:37:31
30000073,五毒,往期欣赏——【五毒】四色 长物志系列 南意秋棠独家印花汉服布料,2021,May-21,银线雪纺,长物志系列,循环印花料,"【五毒】（朱湛/芸黄/出岫/玉瓶）
花纹元素：五毒（蜈蚣、毒蛇、蝎子、壁虎、蟾蜍），龟甲纹
素材：传统五毒窗花纹样
端午临中夏,时清人复长。
仲夏登高，顺阳在上，五月初五正是端阳节，阳气达于中天，而地下则阴邪外露，五毒（蛇、蝎、蜈蚣、蜥蜴、蟾蜍）横行，瘴气乱作，故以纯阳之毒破阴辟邪，雄黄、艾草、菖蒲、苍术当用。",20/1/2025 17:47:17,18/6/2025 06:34:08
30000074,端阳,往期欣赏——【端阳】双色 画韵春秋 南意秋棠独家印花汉服布料,2021,May-21,钻石雪纺,画韵春秋系列,循环印花料,"【端阳】（暗紫/钢青）
花纹元素：五毒（蜈蚣、毒蛇、蝎子、壁虎、蟾蜍）,艾虎，瓜果
素材：清 端午挂轴《天中五毒献瑞图》
端午临中夏,时清人复长。
仲夏登高，顺阳在上，五月初五正是端阳节，阳气达于中天，而地下则阴邪外露，五毒（蛇、蝎、蜈蚣、蜥蜴、蟾蜍）横行，瘴气乱作，故以纯阳之毒破阴辟邪，雄黄、艾草、菖蒲、苍术当用。",20/1/2025 17:47:17,18/6/2025 06:35:33
30000075,松云,【松云】【梅影】——“此间知己”主题 执念系列 周子舒衍生 印花汉服布料,2021,Jul-21,竹梅提花雪纺绉缎,执·念系列,循环印花料,"【松云】
花纹元素：月色，云雾，古画佚名松枝图
空山新雨后，天气晚来秋。
明月松间照，清泉石上流。
青松之姿，明月之皎，清冷孤直一如周子舒其人，抛却庙堂荣华，换来三年光阴，只是想寻那一处空山，得一个世外的桃源，将自己最后的洁净淳朴葬在心中的乌托邦。",20/1/2025 17:47:17,18/6/2025 06:32:58
30000076,梅影,【松云】【梅影】——“此间知己”主题 执念系列 周子舒衍生 印花汉服布料,2021,Jul-21,竹梅提花雪纺绉缎,执·念系列,循环印花料,"【梅影】
花纹元素：古画写意梅花图，梅影
君自故乡来，应知故乡事。
来日绮窗前，寒梅著花未？
朋旧孩童、师门兄弟、旧园新树，曾经的四季山庄花团锦簇柳树成行，一庄子的热热闹闹，到底都成了故乡故土故人。周子舒今一人矣，宗族师门尽散，旧友亲朋都染成了一朵朵红梅，往何处寻去。",20/1/2025 17:47:17,18/6/2025 06:33:01
30000077,兰因,【栖霞】【兰因】——“此间知己”主题 执念系列 温客行衍生 印花汉服布料,2021,Jul-21,竹梅提花雪纺绉缎,执·念系列,循环印花料,"【兰因】
花纹元素：明 孙克弘《懈谷清芬图》，竹影
君子之道，或出或处，或默或语。
二人同心，其利断金。同心之言，其臭如兰。
托根空谷的温客行，如孤兰无人识，出得世来，种种前缘尽数还来。与阿絮的重逢，嚎啕欢笑皆是志同道合，相知相识尽是清芬兰语，起于兰因结为金兰，何其有幸。",20/1/2025 17:47:17,18/6/2025 06:33:02
30000078,栖霞,【栖霞】【兰因】——“此间知己”主题 执念系列 温客行衍生 印花汉服布料,2021,Jul-21,竹梅提花雪纺绉缎,执·念系列,循环印花料,"【栖霞】
花纹元素：陈树人红枫图，流水纹样
扁舟岸侧，枫叶荻花秋索索。
细想前欢，须著人间比梦间。
天伦之乐，父慈子孝皆如前尘旧梦，梦醒时分群鬼环绕，一片苍白零落，天真可爱的甄衍不在了。醒来秋风萧瑟，茕茕孑立在枫树下的是温客行。",20/1/2025 17:47:17,18/6/2025 06:33:23
30000079,菩提,往期欣赏——【菩提】“此间知己”主题 执念系列 温客行衍生 南意秋棠汉服,2021,Jul-21,银丝乱麻,执·念系列,循环印花料,"【菩提】
花纹元素：江寒汀葡萄图，水墨晕染底纹
菩提本无树，明镜亦非台。
佛性常清净，何处有尘埃。
温客行说地狱不空誓不成佛，却是一切有为法皆如梦幻泡影。人心鬼蜮欲望种种，他本人又何尝不是鬼蜮中鬼操弄人心，一念执着一念妄想，何时才能放下何时才能明心见性，自证菩提。",20/1/2025 17:47:17,18/6/2025 06:33:28
30000080,飞絮,往期欣赏——【飞絮】“此间知己”主题 执念系列 周子舒衍生 南意秋棠汉服,2021,Jul-21,银丝乱麻,执·念系列,循环印花料,"【飞絮】
花纹元素：清 董浩画二十四番花信风图之清明，水墨晕染底纹
楼外垂杨千万缕。
欲系青春，少住春还去。
犹自风前飘柳絮。随春且看归何处。
暮春行至江南，自比为絮，周子舒此时成了春末的周絮，抛开轰轰烈烈的红尘，仿若风中飘飞的柳絮，悠悠荡荡不知所往，经年种种都是云烟。把酒送春惆怅在，不若随春同归去。",20/1/2025 17:47:17,18/6/2025 06:33:31
30000081,一丛花令,往期欣赏——【一丛花令】长物志系列 南意秋棠独家印花汉服布料,2021,Sep-21,银丝乱麻,长物志系列,循环印花料,"【一丛花令】
花纹元素：缠枝蝴蝶花卉传统纹样
游人便作寻芳计，小桃杏、应已争先。",20/1/2025 17:47:17,18/6/2025 06:31:10
30000082,十样花,往期欣赏——【十样花】长物志系列 南意秋棠独家印花汉服布料,2021,Sep-21,银丝乱麻,长物志系列,循环印花料,"【十样花】（深蓝/暗橘）
花纹元素：蜜蜂梅花传统纹样
第一寒梅先吐。待得春来也，香消减，态凝伫。百花休谩妒。",20/1/2025 17:47:17,18/6/2025 06:31:14
30000083,沾衣,往期欣赏——【沾衣】旗袍定位料 南意秋棠独家印花布料,2022,Jun-22,银丝乱麻,其他,旗袍定位料,"【沾衣】
花纹元素：杏花枝，飞燕
素材：清 邹一桂《杏花双燕轴》
织出绛纱薄，裁来玉剪明。仙人制衣著，称体五铢轻。
杏花是中国春天永恒的主题之一，“沾衣欲湿杏花雨，吹面不寒杨柳风”。杏花清丽交融，飞燕轻盈穿梭，神韵逼真，笔法清丽，整体色艳而不失秀雅之气，一派春趣盎然，恰似杏雨沾衣，沁人心脾。",20/1/2025 17:47:17,8/6/2025 20:26:02
30000084,瑞宝,往期欣赏——【瑞宝】旗袍定位料 南意秋棠独家印花布料,2022,Jun-22,银丝乱麻,其他,旗袍定位料,"【瑞宝】
花纹元素：桃枝，桃子，桃花
素材：清 董诰《仙源瑞宝图》
丹灶初开火，仙桃正落花。童颜若可驻，何惜醉流霞。
桃花是中国人骨子里的浪漫，在我国民间文化和信仰里有极其重要的位置，是夸父追日的木杖，是新岁门前的桃符，是世外的仙源，是王母盛宴的瑞宝。《太清方》曰:“三月三日采桃花，酒浸服之，除百病，好颜色。”",20/1/2025 17:47:17,8/6/2025 20:25:41
30000085,香缘,往期欣赏——【香缘】旗袍定位料 南意秋棠独家印花布料,2022,Jun-22,银丝乱麻,其他,旗袍定位料,"【香缘】
花纹元素：佛手
素材：清 蒋廷锡《佛手写生图》
香橼无大小，十指总离离。绝似青莲举，初开玉手时。
芬须霜气满，味待露华滋。未共壶柑熟，人愁入掌迟。
佛手自古是福寿的象征，又兼香味清冷，形状别致，是古人案头闻香玩赏的雅物，也是清供图常见的主角。《红楼梦》里探春的秋爽斋中便用大盘乘着数十个佛手，而板儿和巧姐的一世姻缘，最早也就伏在了“佛手”“香橼”之上。《佛手写生图》出自《石渠宝笈》，色泽鲜艳，生态自然，玲珑可玩，又合皇家吉庆祥和的审美，恰似清香一段，缭绕衣襟。",20/1/2025 17:47:17,20/1/2025 17:47:17
30000086,色未浓2.0版,往期欣赏——【色未浓2.0版】画韵春秋 南意秋棠独家印花汉服布料,2022,Jun-22,银丝乱麻,画韵春秋系列,循环印花料,【色未浓2.0版】花纹元素：红芙蓉花，白芙蓉花露染芙蓉色未浓，正似美人初醉貌。芙蓉花期将至，国色又染仲夏，该是花影添上衣裳时节。原作笔法纤细且色彩层次极为微妙，富有情趣。此款布料底色为古画绢本色，淡淡花型照影其上，若画若诗，华丽亦能淡雅，为您的夏日添上一抹香。此款布料是2017年开店之初第一期作品的改版，初版【色未浓】当年深受顾客的喜爱，但由于厂家后期升级机器的颜色差异问题一直未能复刻，本次重新设计了排版、更换了底布，经过多次调色，终于印制出了较为满意的效果，也算完成了掌柜的一点执念。,20/1/2025 17:47:17,20/6/2025 10:04:12
30000087,次第春,往期欣赏——【次第春】 画韵春秋系列 南意秋棠独家印花汉服布料,2022,Jul-22,银丝乱麻/银线雪纺,画韵春秋系列,循环印花料,"【次第春】
花纹元素：紫藤花蔓，桃花小枝
素材：清 屈兆麟《花鸟图》
暖气闲催次第春,桃开杏续李芳芬。
江南春色的风骨，在桃花坞中，在文藤架下。如意馆司匠长屈兆麟所绘紫藤和桃花，清新昳丽，柔和婉转，将溶溶春色尽赋予笔下。暖风送来春花无数，紫藤花语是深深的思念，桃花代表爱情的到来，春的是花朵总是离不开情感的表达，错错落落的开满了一年的首季，一季春难得，珍惜今年花，留住好心情。",20/1/2025 17:47:17,8/6/2025 20:39:46
30000088,如幻身,往期欣赏——【如幻身】 九域图志系列 南意秋棠独家印花汉服布料,2022,Jul-22,仿醋酸双面缎,九域图志系列,循环印花料,"【如幻身】
素材：江户时期牡丹清供画作，作者佚名
今日阶前红芍药，几花欲老几花新。
开时不解比色相，落后始知如幻身。
空门此去几多地？欲把残花问上人。
花篮清供中春花秋果共夏藕肥蟹，浮生四季，微景尽在其中。幻世春来梦，浮生水上沤，人生白驹过隙匆匆而去，人生苦短，岁月悠长，可是茫茫万世，却脆若浮烟。无需执着，留看瞬间的美好。",20/1/2025 17:47:17,20/1/2025 17:47:17
30000089,年年客,往期欣赏——【年年客】画韵春秋系列 南意秋棠独家印花汉服布料,2022,Jul-22,银线雪纺,画韵春秋系列,循环印花料,"【年年客】
花纹元素：迎春，樱花，蝴蝶底纹
素材：清 董诰《二十四番花信风图》
春花春月年年客，怜春又怕春离别。
只为晓风愁，催花扑玉钩。娟娟双蛱蝶，宛转飞花侧。花底一声歌，疼花花奈何。
《演繁露》卷一：“三月花开时，风名花信风。”董诰所绘节气花卉，笔触工整精微，设色淡雅秀逸，画面干净清新。一岁花开，年年如故。 迎春是花信风中立春第一候，先花后叶，金色灿烂，得那春天第一的阳光，真真是千花万事从此起。",20/1/2025 17:47:17,8/6/2025 20:42:26
